B0033SFV5A,Samsung,Verizon or PagePlus Samsung Smooth U350 Great Condition Blue CDMA Cell Phone,https://www.amazon.com/Verizon-PagePlus-Samsung-U350-Condition/dp/B0033SFV5A,https://m.media-amazon.com/images/I/61nD-TYqHmL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B0033SFV5A,habblie,4,25-Dec-04,"works great, but don't dropt it","I've had this phone for over a year and I really like it. Having never been partial to flip phones, I can appreciate this Nokia's features. The color screen is very nice and all of the features are easy to use. The keylock is a simple two-button sequence though I do wish it had a timer for the keylock like my old phone. It has a lot of useful features, like a calculator, organizer, stopwatch and alarm, but the three games it has are too lame to play. The customizable features are nice, but lacking in variety. This isn't the ideal phone for a guy. You're few options are pretty girly. The ringtones also lack something to be desired, but there are a few decent ones. The battery life is pretty good, nothing special, but definitely not bad. It gets me through the average day without problems and sometimes lasts for several days. My parents, sisters, and husband all got fancy Samsung flip phones with cameras and all the toys, and I must say mine works better. The battery lasts MUCH longer and the recpetion is MUCH better. The downside to this cute phone is the case. It's made of very weak plastic that cracked in a few months. Also, if you're thinking about getting a different case for it, DON'T! Once you take it off, it will keep slipping off. It never attaches firmly again, and neither does the new case you bought. I've read this in other reviews too. Because of this, the last time I dropped it the back piece popped off and the battery flew out. Now my phone has issues. Drat. Overall, it's a great phone, if you're content with the simpler things in life. Who really uses the camera on thier phone anyway? I just reccommend buying a protective case for it and leaving it on and don't drop the delicate thing."
B003FCO9XE,Samsung,Samsung Smooth Verizon Wireless Prepaid Mobile Cell Camera Phone CDMA,https://www.amazon.com/Samsung-Smooth-Verizon-Wireless-Prepaid/dp/B003FCO9XE,https://m.media-amazon.com/images/I/61nD-TYqHmL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B003FCO9XE,Zachary O. Toups,1,29-Nov-04,"Slow, annoying, fragile, heavy, and bulky...","1.) Slow - If you want to check your missed calls list, this phone feels compelled to inform you whether or not there are any new calls in the list...it does this for about 20 seconds. Of course, it will take you half a second to read the message...and you probably don't care about what it says. 2.) Annoying - Ever had anyone scream in your ear? That's a sensation I get from this phone on a regular basis. It has the nice ability to attach a voice tag to a phone number...a useful feature...when it works. About 80% of the time, it recognizes the number I ask for, the other 20% it lets me know that it doesn't understand...by screeching (next to my head). Want to know what that feels like with your phone? Turn the ringer up to the highest setting, hold the phone next to your ear, call your phone. Not pleasant. Add to this the fact that when you're searching one of the numerous menus on the phone (menus that have at least 5 items in them), the menu system uses up a whole screen to display one line of text. It has three lines available to it...but it uses one. What's next? What did you just pass? Go back and look, can't find out another way! 3.) Fragile - My phone is cracked. Why you ask? Because I took off the battery cover. Why did you take off the battery cover you ask? Because I wanted to write this review and that was the only way to find out the model number. 4.) Heavy - Speaks for itself...the phone weighs way too much. 5.) Bulky - Again, like heavy, speaks for itself. My recommendation: buy a better phone. This one will only make you cry at night."
B003P2VNAQ,Samsung,"Samsung Rugby II, Black (AT&T)",https://www.amazon.com/Samsung-Rugby-II-Black-AT/dp/B003P2VNAQ,https://m.media-amazon.com/images/I/81RAS6NJR5L._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B003P2VNAQ,esti,2,8-Sep-04,Worth paying more for something else.,"I bought this phone about a year ago and have been using it ever since, on the Sprint PCS network, to replace an old TP2100. The first time I bought it, the phone was defective, so I had to get it replaced after a few days. I liked the phone okay at first, but I really wish I can go back in time and buy a better phone. Several issues: *mediocre reception. *rather bulky and unattractive. *cheap feel, cheaply made, cheap materials. *screen not easily visible in bright sunlight. *battery life marginal. I will go into a little detail about a few things. I get okay reception on this phone. It is NOT GOOD reception. The phone will work in areas where there is a good signal, but in areas with a marginal signal, such as my apartment, the phone will drop calls left and right, and fade in and out about 5 seconds of every minute (this is outside, so interference from the building is not the cause). In my residence, I use my husband's Sanyo, as it gets an excellent signal, and doesn't drop nearly as many calls. I have had Sprint check out the phone, and they say it is working correctly. I can only assume it is the poor quality of the phone that is to blame. The phone is quite big for what I would expect from a modern phone, with no camera. In a small purse, it takes up a lot of room. What is more important is that the phone is cheaply made, and has a cheap feel to it. It's made out of rather flimsy plastic. I dropped the phone once onto concrete from about 3 feet up, and the antenna head got a crack in it and a corner of the phone got serious scratches. Also, the screen can be difficult to read in bright sunlight, but it's quite bright otherwise. As far as battery life goes, it's not that great. I've gone to bed with the battery half full and have woken up to a dead phone. I believe the poor reception in my immediate area is to blame, as the phone searches for a signal and that takes battery time. Talk time is decent. Pros: *LOUD ringer *lots of features, but I rarely use them."
B003W646YK,Motorola,Motorola i570 Nextel iDen PTT rugged black cell phone,https://www.amazon.com/Motorola-i570-Nextel-rugged-black/dp/B003W646YK,https://m.media-amazon.com/images/I/51oFJfZ-LcL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B003W646YK,brittho,4,17-Aug-04,Great free phone for Sprint customers.,This is an excellent choice for Sprint to use when enrolling new customers for service. It is the free option for most new customers and it has been excellent after a year of ownership. I love how it lights up when someone is calling which helps to really find the phone quickly when you are in the dark. If you have the phone in a purse it really makes it easy to find due to this fact. The Nokia phone seems to be tougher to me than the Samsung phones at the Sprint store also. So my only issue with the phone is the fact that since it is not a flip phone the keypad must be locked before I drop the phone in my pants pocket. This can be annoying if you get used to owning a flip phone before moving to the Nokia.
B003XREZ4O,Samsung,"Samsung Gusto, Black (Verizon Wireless)",https://www.amazon.com/Samsung-Gusto-Black-Verizon-Wireless/dp/B003XREZ4O,https://m.media-amazon.com/images/I/8119wz+eORL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B003XREZ4O,Marcel Thomas,1,5-Mar-16,Stupid phone,DON'T BUY OUT OF SERVICE
B0046REOWS,Samsung,Samsung T201G Prepaid Phone (Net10),https://www.amazon.com/Samsung-T201G-Prepaid-Phone-Net10/dp/B0046REOWS,https://m.media-amazon.com/images/I/91zoUJ+sJKL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B0046REOWS,William B.,4,9-Feb-06,Exellent Service,I have been with nextel for nearly a year now I started out this time last year with the Motorola i205 and just upgraded to the i265 it is one of the best phones I have ever had the service is the best I have ever had I have no problems making or reciving calls. If you are considering nextel give it a shot they are in my opinion the best cell company out there.
B004C7NVD0,Samsung,Samsung Convoy SCH-U640 Cell Phone Ruggedized PTT 2+ megapixel Camera for Verizon,https://www.amazon.com/Samsung-SCH-U640-Ruggedized-megapixel-Verizon/dp/B004C7NVD0,https://m.media-amazon.com/images/I/61ve0RjDSUL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B004C7NVD0,K. Mcilhargey,5,7-Feb-06,I love it,"I just got it and have to say its easy to use, i can hear the person talking just fine and i have had no problems dealing with nextel."
B004GLQTG8,Samsung,Samsung R355C Net 10 Unlimited,https://www.amazon.com/Samsung-R355C-Net-10-Unlimited/dp/B004GLQTG8,https://m.media-amazon.com/images/I/51p8LMQ-rIL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B004GLQTG8,Stephen Cahill,1,20-Dec-16,Phones locked,1 star because the phones locked so I have to pay additional fees to unlock it
B004H23JXW,Samsung,"Samsung Focus I917 Unlocked Phone with Windows 7 OS, 5 MP Camera, and Wi-Fi--No Warranty (Black)",https://www.amazon.com/Samsung-I917-Unlocked-Wi-Fi-No-Warranty/dp/B004H23JXW,https://m.media-amazon.com/images/I/81s0xgVWDOL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B004H23JXW,Mihir,5,13-Dec-09,Excellent product,The product has been very good. I had used this cell phone in one of my projects and it worked wonders. I will definitely recommend this to anyone interested in buying it....
B004MK9VLS,Nokia,Nokia C3 Prepaid GoPhone (AT&T) with $30 Airtime Credit,https://www.amazon.com/Nokia-C3-Prepaid-GoPhone-Airtime/dp/B004MK9VLS,https://m.media-amazon.com/images/I/71uSQY79zZL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B004MK9VLS,L. Hughes,1,21-Jul-05,WARNING,"My problems with nextel did not stop when I canceled my service. I will get to the problems with the service. When I went to get a new phone a day before my contract expired, I of course wanted to keep my number. So as I went to get my Cingular phone (highly recommended), I had the old number switched to my new number. Today, I get in the mail my nextel statement for the month with a $200 early termination even though I had not canceled my service, but had simply got a new phone and switched my number over. This was on icing on the cake after 2 years of absolutely amazingy bad service from nextel. In my town, not a small town by any means, there are very few places that have any service. In the largest subdivision, you cannot get service anywhere. I constantly get comments from people trying to reach me that get the classic nextel line...Please hold while the nextel subscriber you are trying to reach is located. Most of the time I would not even recieve incoming calls, calls would go straight to my voice mail. Not only would I not get the calls, but often I would not even get the voice mails until days or even weeks later. When I did actually take calls (and call out), I cannot count the number of times I've had my call dropped. I recieved so many different error messages sometimes I wonder if they just spend all their time at nextel thinking of different error messages to program into their phones. That brings me to the selling point of nextel, the famed and well-loved direct connect feature. This is an absolute joke. Direct connect only works MAYBE half the time I tried to use it. Even then, in the middle of the conversation I would be greeted by the loud beep of my phone telling me I wont be talking to that person anymore. Of course, I would expect nothing less from the nextel network. Text messaging with nextel is next to impossible. If it did not take hours to send or recieve a message, it took days, or maybe didn't even come at all. The internet access was fine, it the rare instance that it worked. Of course, when you don't have service, you don't get the internet access either. I was constantly getting the message ""network not available"". Calling and trying to complain to nextel is futile. Trying to get through to customer service takes forever and once you get through they do nothing. My experience with nextel has been nothing short of a disaster and I write this trying to warn anyone considering nextel. Stick with Verizon or Cingular and you will be much happier in the end. Don't make the same mistake I did."
B004YBP8EY,Samsung,Samsung SA-S5260WESP Cellphone - Unlocked Phone - US Warranty - White,https://www.amazon.com/Samsung-SA-S5260WESP-Cellphone-Unlocked-Warranty/dp/B004YBP8EY,https://m.media-amazon.com/images/I/41S2alAozSL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B004YBP8EY,1 Stop 4 Whats HOT,5,27-Jun-09,NEXTEL BOOST PHONE,GREAT PRODUCT THAT IS AS GREAT FOR NEXTEL AS IT IS FOR BOOST INSERT YOUR SIM & GO!
B005B3OXWC,Samsung,Samsung Freeform III Prepaid Phone (MetroPCS),https://www.amazon.com/Samsung-Freeform-Prepaid-Phone-MetroPCS/dp/B005B3OXWC,https://m.media-amazon.com/images/I/81l1bw5bs7L._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B005B3OXWC,Thomas,4,17-Sep-10,"Nice, but","I bought this phone to replace an LG phone that I didn't like. As I expected, all I had to do was put the old SIM card in the new phone and it worked. There are two serious drawbacks to this device, both related to the candy bar style. First, all the buttons are exposed, so it's easy to hit one accidentally. Second, the screen is easily scratched. This one got scratched making it difficult to read in sunlight. Aside from those two flaws, the phone works great. Connectivity, battery life, and quality of voice are superb. Since I don't do texting I can't comment on that. It is nice and small, and if it came with a case, or if I could find a case for it, then it would be perfect for my needs. The price was right. Now I have a new SIM card with $10 worth of calling on it that I don't need."
B006OU39QW,Samsung,Verizon Samsung Convoy U660 No Contract Rugged PTT Cell Phone Grey Verizon,https://www.amazon.com/Verizon-Samsung-Convoy-Contract-Rugged/dp/B006OU39QW,https://m.media-amazon.com/images/I/91xMuzi75uL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B006OU39QW,"Kei, San Jose, CA",1,13-May-17,It seems it doesn't work with the existing AT&T SIM card.,"I purchased this phone for my AT&T phone replacement, even though one of the FAQ mentioned it works with AT&T SIM, in my case, it didn't. Since this is my primary phone, in stead of spending time to see the reason, I'll go with other phone, which specifically says it's ""unlocked""."
B006VH79R8,Samsung,Samsung Replenish Prepaid Android Phone (Boost Mobile),https://www.amazon.com/Samsung-Replenish-Prepaid-Android-Mobile/dp/B006VH79R8,https://m.media-amazon.com/images/I/41Z0ow6IIZL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B006VH79R8,Kristy,1,13-Mar-19,Supply are needed,The phone did not come with a charger and didn't have a sims card.
B00727AODC,Samsung,"Samsung Focus Flash I677 8GB Unlocked GSM Phone with Windows 7.5 OS, 5MP Camera, GPS, Wi-Fi, Bluetooth and FM Radio - Black",https://www.amazon.com/Samsung-I677-Unlocked-Windows-Bluetooth/dp/B00727AODC,https://m.media-amazon.com/images/I/81O5HRPD1gL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00727AODC,MARIO GAUTIER,5,1-May-17,Five Stars,SERVED ME WELL AS A BACK UP PHONE.
B007LU0HU0,Samsung,Samsung Replenish SPH-M580 Blue No Contract Sprint Cell Phone,https://www.amazon.com/Samsung-Replenish-SPH-M580-Contract-Sprint/dp/B007LU0HU0,https://m.media-amazon.com/images/I/814X9g3snHL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B007LU0HU0,R-Dash,3,10-Feb-09,does the job,I got this phone just as secondary cell phone. It is really lightweight and very cheap. The receiption is good. But most of the time a windy noise is heard when somebody is calling to this cell phone.
B007X6FFLS,Samsung,Samsung a157 GoPhone (AT&T),https://www.amazon.com/Samsung-a157-GoPhone-AT-T/dp/B007X6FFLS,https://m.media-amazon.com/images/I/71Y+FpZYcFL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B007X6FFLS,John R. Risden,4,19-Jan-11,Awesome with a But!!,Sturdy - clarity is great - easy to use Only problem - no Speaker option...... Big issue for me but im living with it atm.
B0081TDISI,Motorola,Motorola Brute i686 Rugged PTT For Sprint,https://www.amazon.com/Motorola-Brute-i686-Rugged-Sprint/dp/B0081TDISI,https://m.media-amazon.com/images/I/614NiqhyYOL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B0081TDISI,Amazon Customer,1,3-Feb-17,One Star,Phone stoped working
B00836Y6B2,Nokia,Nokia Lumia 900 Black Factory Unlocked,https://www.amazon.com/Nokia-Lumia-900-Factory-Unlocked/dp/B00836Y6B2,https://m.media-amazon.com/images/I/81ZlbLtZ3PL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00836Y6B2,New York,5,23-May-13,Is cheap but ok quality,It does a beautiful job. I have used this item with my att account. its good to see my bill so little and avoided big amount of bills..i would recommend this product to any body. Very good quality it really met my expectations
B008PAW5EQ,Samsung,"Samsung U365 Gusto 2 Prepaid Phone (Verizon Wireless, Prepaid)",https://www.amazon.com/Samsung-Gusto-Prepaid-Verizon-Wireless/dp/B008PAW5EQ,https://m.media-amazon.com/images/I/71KNeSQtVfL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B008PAW5EQ,kalani,3,22-Jul-14,Three Stars,way too small
B0096DERAG,Motorola,Motorola MC75A Hand Held Computer Windows Mobile 6.5 MC75A8-PYFSWQRA9WR,https://www.amazon.com/Motorola-Computer-Windows-Mobile-MC75A8-PYFSWQRA9WR/dp/B0096DERAG,https://m.media-amazon.com/images/I/51tGSJTIQmL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B0096DERAG,Trevor Arms,1,11-Feb-14,This phone gave me a concussion. and may come with a faulty battery.,"I asked my friend to toss me my phone, but what he heard was ""Hey, throw that phone as hard as you can at my head"", so he did. Hit me square in the temple and I dropped. Needless to say this is a very sturdy phone, very simple and easy to use, long battery life (Like really long, like Stretch Armstrong long), takes being dropped and smacked around like a champ. If this phone was my son, i'd be proud, and afraid. The texting takes a little to get used to, but I digress. Smart Phones are for dummies. P.S you can create your own ringtones on this phone, provides way more entertainment than Flappy Bird."
B0096QYH80,Motorola,"Motorola Droid RAZR M XT907 Verizon Wireless, 8GB, White",https://www.amazon.com/Motorola-Droid-RAZR-Verizon-Wireless/dp/B0096QYH80,https://m.media-amazon.com/images/I/71-afm8RuLL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B0096QYH80,zzzzzzzzzz,5,10-Apr-08,Tough phone,"We never use cell phones, but thought we needed one for a long road trip. With our last phone we were always irritated that the battery seemed to be dead every time we tried to use it. Based on reviews, we chose this phone. Battery life is great! And the phone really does handle abuse very well. My husband forgot it was in his shirt pocket. The phone went through the washer and dryer and still works as well as ever!! I'm not sure how it would work as an everyday phone, but for those who only need it occasionally I would highly recommend. It will be there, charged and ready when you need it."
B009LRMQTG,Motorola,Telcel America Motorola Pre-Paid Cell Phone - Motogo! EX431G - Black,https://www.amazon.com/Telcel-America-Motorola-Pre-Paid-Phone/dp/B009LRMQTG,https://m.media-amazon.com/images/I/814kh7KdbtL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B009LRMQTG,Valli LaMar,5,21-Jun-12,4-1/2 years!,"I have had this model phone for 4-1/2 years and only now the battery is beginning to fail. FANTASTIC little phone that doesn't drop calls, can stick in a pocket or purse easily, does exactly what it is supposed to do at an unbeatable price. Refill for $100 and get a bonus $5."
B00A2V7BA4,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",https://www.amazon.com/Nokia-Lumia-920-Black-32GB/dp/B00A2V7BA4,https://m.media-amazon.com/images/I/61UTfUPGH1L._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00A2V7BA4,S. Chan,5,3-Oct-07,simply great!,"Easy to use features, slim in size at a very good price. It is better compare to my exsiting T-Mobile prepaid phone. I called from a landline to both phones and the at& t picked up within 13 seconds while the T-Mobile at 25 sec or most of the time, just jumped to my voice mail only. I highly recommend at&t."
B00A2V7ULY,Nokia,"Nokia Lumia 920, Yellow 32GB (AT&T)",https://www.amazon.com/Nokia-Lumia-920-Yellow-32GB/dp/B00A2V7ULY,https://m.media-amazon.com/images/I/71kn06zWzvL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00A2V7ULY,SlashMaster1,5,25-Sep-07,More than great,"This phone is great. Simple to use, great battery life, always has a strong signal and AT&T has a great pay-as-you go plan. I'm happy."
B00A408AF8,Samsung,"Samsung Galaxy Express, Gray 8GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Express-Gray-8GB/dp/B00A408AF8,https://m.media-amazon.com/images/I/816B5o+yZkL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00A408AF8,Sirni,4,13-Feb-08,samsung,It is just a basic phone and is an effective phone for people who do not need a lot of features. The size is good.
B00A7F57EM,Nokia,Nokia Lumia 822 16GB Windows Phone Black - Verizon,https://www.amazon.com/Nokia-Lumia-Windows-Phone-Black/dp/B00A7F57EM,https://m.media-amazon.com/images/I/81jxGoYUWTL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00A7F57EM,Carolyn V. Nettleship,4,19-Jul-08,Good little phone,"this is a good little inexpensive phone - basic, but that's what I wanted! Just a phone for my pay as you go plan!"
B00A7F5M9W,Nokia,"Nokia Lumia 822, White 16GB (Verizon Wireless)",https://www.amazon.com/Nokia-Lumia-822-Verizon-Wireless/dp/B00A7F5M9W,https://m.media-amazon.com/images/I/81OtSgABAYL._AC_UY218_ML3_.jpg,https://www.amazon.com/product-reviews/B00A7F5M9W,PortlandHome,5,29-Oct-10,Great phone,"I almost never write reviews for anything, but this stupid little cheap phone has proven so reliable and indestructible that I just had to say something. I bought this phone at least 3 (maybe 4) years ago, after two ""fancy"" (expensive) flip phones each lasted less than a year before falling apart. My goal was not to buy a phone that would last 4 years (I didn't expect any phone would) and certainly was not to buy a $20 phone that would last 4 years. My goal was just not to spend $150 on another phone. I hoped it might last 6 months, until I decided what to do next (change service providers, get a new contract with a free phone, etc.) To my surprise, this little brick of a phone just keeps going. It has not been treated lightly (I recently opened up the back to find the serial #, and found it full of dirt & dust). It has crashed with me skiing, been splashed with salt water while sailing, and been drenched in sweat while in my bike jersey. Still, it works. Complaints: I dearly wish it had a camera, even a crappy one. Sometimes the exposed buttons get pressed accidentally. It has no fancy features. But I'm going to buy another one-- just in case this one ever quits. UPDATE 1/1/12: This phone is still going. 5+ years now. I bought this phone when the first-generation iPhone came out. Four generations of iPhone later, I still don't have one, because this phone has refused to die. Incredible."
